content,score
ini kenapa ya mybca dihp saya selalu force close saat ingin masuk ke aplikasinya? kemarin masih aman aja,2
habis update malah ga bisa di buka... habis masukin sandi aplikasinya kluar sndri,3
"Sering terjadi bug saat login , dan tiba tiba my BCA terblokir gimana nih solusinya..",3
"aneh anjirr aplikasinya masa tiap mau buka udh make sidik jari katanya salah Padahal jari gua gak basah juga aman aja, malah coba 3 kali abis tuh ke blokir kocak amat",1
Baru login masukin password langsung ke close sendiri. Tolong perbaiki,1
"Aplikasinya konyol gini... Udah bikin id, begitu masuk ngulang lagi ke awal..",1
Baru update My BCA malah jadi force close app... Ini maksudnya update nya benerin bugs atau nambah bugs yah🤣,5
"Setelah update terbaru malah jadi lemot, sebelum update lancar dan smooth.",4
"Habis update malah ngga bisa dibuka, aplikasi yang satunya juga ngga bisa. Sampah.",1
"Susah login, aplikasi forceclose terus saat login selalu mental close aplikasi",1
"Sangat mengecewakan, terlalu sering minta update. Mengganggu kelancaran transaksi",1
"Tadinya mau beralih dari mbca ke mybca, tapi gagal Mulu daftarnya.. pulsa mah udh di potong 20rb🤦🏼‍♂️ auto ga jadi beralih dah🙏🏼",1
login id bca udh benar masukin pass udh benar malah ke blokir gk sekali kejadian seperti ini,1
"Aplikasi bagus, cuma minus nya di harus sering-sering di update. Jadi agak riweh",3
"Menu pembayaran pinjamannya tidak komplit, tdk seperti bca mobile lebih komplit.",1
Aplikasi tidak bisa di gunakan ketika masuk menu pasword setelah di update kenapa ini,1
"Aplikasi BCA Mobile dan myBCA nya ke force close terus, gaada solusi juga mending gausa di update deh kalo gini nyusahin pengguna aja 😒",1
"bisa ga lu mybca gausa bentar² update, baru berapa hari lalu update udh suruh update lgi, fitur jg sama aja tlol, ngabisin kuota doang sialan update mulu, sebulan bisa brp kali tuh nyuruh update",1
"Saya masukkan dana dari aplikasi Lalamove ke myBCA , kenapa saldonya berkurang ??? Ditengah bulan tiba2 ada biaya admin tanpa ada transaksi ???",1
gua gak bisa login woy padahal baru gajihan emang bca tidak memuaskan ini gmna gada solusi juga !!!,1
"tolong dong kalo transaksi gabisa tu jangan dipotong saldonya, udah dipotong saldonya trrus laporannya lama pula diprosesnya",2
setelah di update mybca ku error aplikasi force close hp infinix note 30 pro diperbaiki tolong pak,3
"Ini kenp per hari ini aplikasii MY BCA g bs di akses, keyboard ketikan ngedadak ga berfungsi, padahal balas chat buka aplikasi yg lain biza",2
gak ada angin gak ada ujang tiba2 my bca log out giliran lagi urgent mau transfer kagak bisa tolong dong di perbaikini ini aplikasi jangan sampe nyusahin orang,1
"Lemotttt, kode otp kgk muncul2, lemahhhhhhh, coba perbaiki lagi tuhhhh masa nunggu kode otp terusss kgk muncul2",1
kenapa habis update ga bisa masuk menu tiba² keluar sendiri padahal Password benar,2
Dari kmrin aplikasi bca ga bsa dbuka baik my bca maupun mobile bca...aplikasi slalu keluar dgn sndrinya tiap kali d buka ....sangat kecewa sekali,1
"Tidak bisa menerima kode OTP, padahal pulsa ada, sinyal juga bagus",1
Di update Malah ngebug Sudah masukan pasword login tiba2 keluar sendiri,2
"aplikasi suka eror, pelayanan via WhatsApp lama,kirim kode otp juga lama padahal pulsa ada",1
Tolong di koreksi lagi untuk otp tidak ada opsi minta di kirim otp nyusahin tau,4
App nya jelek. Sudah bethasil daftar. Stiap login masuk ke daftar lagi.,1
"Sistem verivikasi wajah nya bermasalah, tlp cs ada masalah karna ga muncul datanya karna sistem ga bisa munculin data. Tapi nasabah yang disuruh buat urus ke kantor cabang cuma karna ga bisa login.",1
Apaan ini versi terbaru malah error terus mama gada kartu atm jadi ga bisa transaksi.,1
Terimakasih sangat membantu Cuman bca paylaternya daftar ko gk bisa terus ya padahal transaksi sering,5
"emang layak dapet rating jelek, ribet, kenapa ga dibuat 1 aplikasi malah ada mobilebca, halo bca, mybca.... asli ribet",1
setelah update ketika mau login apk tiba tiba keluar sendiri,2
"Saya mau mereset kata sandi,sedang disitu tercantum harus memasukan nomor kartu ny terlebih dahulu.sedangkan masukny saja tidak bisa karna terblokir.untuk mengetahui nomor kartu caranya bagaimana ya ?",5
"Sekarang tidak bisa membuka aplikasi myBCA, Selalu force close. Padahal kemarin-kemarin bisa.",2
Kenapa setelah di update tidak bisa di buka dan aplikasinya force close terus,1
"Hilangkan verikasi video call lama nunggunya, selfie beegerak saja sudah cukup.",1
"ini Kenapa ya , setiap mau buka my BCA selalu Forclose terus . Padahal sudah di updatet terbru",3
setelah di update apk gk bisa dipakai lagi harus melakukan pengaturan ulang lagi,1
"tiba"" log out sendiri... setelah mau login malah tidak keluar code negara indonesia",1
Kenapa setelah update di versi 1.28.1 aplikasinya malah gabisa dibuka???,1
"setelah update, kenapa setiap mau masuk selalu keluar dari aplikasi nya ya min ?",1
"Update mulu, mobile banking biasa kalau ada update gk muncul notif minta updateee",2
"Maksudnya apa ya? Akun saya di blokir tiba tiba!!!! Saya lagi urgent mau ngambil duit, tiba-tiba akun BCA ID saya di blokir? Padahal saya login pake Sidik jari, ko bisa di blokir!!! Kecuali saya salah PW!!",1
"jangan update terus, tar ada penipuan update, sekali d klik rekening auto di sadap",2
"Saya mau buka rekening lewat aplikasi ini,tapi baru baca saldo awal harus 20jt, akhirnya ga jadi dah.....",1
Biasanya selalu bagus...habis update versi yg terakhir 1.28.1 malah force close terus,1
Nulis pasword bener. Tulisannya terjadi kesalahan terus. Akhirnya keblokir . Parah,1
Setelah update jadi tidak bisa login. Terus berhenti. Terus berhenti. Parah deh.,1
"Setelah update terbaru ini malah aplikasi tidak bisa di buka, tadinya lancar² aja sebelum update.",1
"Setelah diperbarui malah ga nisa dibuka, nyesel ga bs dipakai. Aplikasi satunya jg sama aja",1
Coba tolong di perbaiki lgi aplikasi nya. Kok untuk veriviksai nomor tlp nya ga ada code negara indonesia,1
Untuk yang tidak bisa di buka diharap mematikan apapun yang ada di pengaturan hp di aksebilitas,5
"Buat rekening baru lewat aplikasi ngga ribet dan ngga lama pelayanannya bagus, good job BCA",5
Kenapa setelah melakukan update tidak bisa login malah keluar sendiri dari aplikasi ?,4
"Mau login ajah di persulit, giliran chatt cs nya ga dapet solusi, di tlfn ga bisa kacau",1
Aplikasinya selalu minta update terusss. Bikin boros penyimpanan,2
"Tidak ada opsi negara Indonesia, jadi tidak bisa memasukkan nomor hp utk login",3
"Mohon maaf & arahan nya, semenjak terblokir & sudah menghubungi halo BCA kemudian melakukan reset password tapi terkendala verifikasi OTP tidak bisa diterima sementara semua pendukung sudah di perbarui",3
barusan update malah aplikasi tidak bisa dibuka. Force Close terus2an,1
"Ribet registrasi dr m bca ke my bca hrs ke atm dulu ini itu hass, bri aja bisa sesimpel itu beres, kartu ngga kepasang ngga masalah yg penting kode nya bner semua",1
otpnya lama pas udah gk bisa masuk malah baru di kirim ngabisin pulsa aja,1
"Aneh app nya masak tiap login keluar mulu makin apdet makin gajeee Nape sihhh😭😭😭 Kan jadi kode truss pulsa trusss☺, mohon perbaikannya kaks 👊",1
"OTP berlaku 90 detik, tapi pesan berisi OTP masuk setelah 2 menit nunggu. Payah",2
"Knapa sya tdak bsa login, ""oops... Terjadi kesalahan"" Apa yg salah, trganggu gak bsa mau transfer",1
"Parah ni pelayanan y buruk saya komplen masalah potongan saldo malah ga da jawaban pura"" jaringan y jelek pura"" budeg masa setiap isi saldo d potong terus d awal isi saldo 100k tgl 13 November d potongan 50k isi saldo yg ke dua kali tgl 20 November d potong 19k rakus amat ni admin y biasa y kn sebulan sekali d potong ni mah setiap isi saldo d potong",1
"Agak ribet ya , uda berapa kali daftar mau masuk daftar lg . Begitu terus . Jadininti nya ini aplikasi bisa di pakai atau tidak y ?",1
Tolong perbaiki lagi apk nya soal nya saya mau tf aja sudah suka error² gk jls,1
Saya Pakai Samsung S24 FE lalu membuat BCA ID dan setelah itu langsung saya Login tiba tiba keluar dari aplikasi atau Force Close. Why?,1
Aplikasi sudah lumayan bagus cuma ga bisa untuk pembayaran PLN Non Taglis,3
Suruh masukkan nomor tlp lalu minta update setelahnya tidak bisa di akses masuk sudah 2 kali ini saya harus ke bank BCA untuk minta verifikasi lagi parah,3
gabisa login.. adaaa aja masalah.. gapernah dalam sebulan gaada gangguan,1
"Suka banget ngedown ini aplikasi.. buat kesal aja , orang lagi butuh mau di pake , malah kagak mau kebuka !!!!",1
Masih force closed stelah login. udah install ulang juga kendalanya sama. mohon pencerahan bosku.,1
"ini kenapa otp nya gak dapat ya, baik di mybca sama bca mobile, gimana mau login",1
"Kenapa setelah di update aplikasi sering force close,,gak stabil ya aplikasinya?",3
Sebenere aplikasi ini bgus dan membantu untuk membuat rekning online tp knp waktu cetak ATM ttp antri fungsi buat online buat ap ya,4
Ko suka eror ya setiap mo login ke aplikasi malah balik lagi ke menu alias ga bisa login,5
1Minggu yang lalu masih bisa sekarang tbtb kalau apk nya dibuka gabisa langsung ngeblank hitam trus out dari apk,3
Setelah update jd susah sekali login dan aplikasinya off otomatis,1
"Terakhir mau buka apl mybca selalu terjadi kesalahan, padahal sandinya udah benar, mohon petunjuknya",3
Update versi terbaru makin amburadul aplikasi login bisa keluar sendiri,1
Dancok saya kok kehilangan saldo 40rb ya. Di mutasi gak tertera saya gak tf apa2 kok bisa berkurang apa2 an ini!!,1
"Sering force close gak jelas, sedangkan sering di butuhkan..",1
"kok setelah update force close, setelah memasukan password",3
"Gimana sih!!! Disuruh update, giliran di update malah force close mulu",1
Lemot banget anzieer appsnya. Padahal baru di update 😤😤😤,1
selalu minta update terus padahal perubahannya ga signifikan,2
Terimakasih mybca..sangat membantu buat rekening baru ..prosesnya juga cepat top!,5
"Mnta diupdate mulu, pdhal bru 2hri yg lalu di update nya, kn memoriku tambah berkuran krna aplikasi ini",3
Kenapa sy bikin nomer rekening ko di transferi tidak msuk padahal bukti transferan masuk tapi di cek rekening nya kosong,2
"Kebanyakan update tgl 1 update tgl 4 udh update lagi ,,,udh update tapi malah susah masuk",3
update mulu tapi pas diupdate gaada perubahan yg terlalu signifikan,3
Sayang sekali aplikasi hanya bisa digunakan dengan mengorbankan fitur aksesabilitas. Sama dengan aplikasi BCA M-Banking. Mungkin pihak BCA bisa memberi penjelasan mengapa demikian. Terima kasih.,1
Disuruh update tapi ternyata pas udah update gabisa login sekalipun hmmmm,1
"Apps terlalu buruk, bikin menghambat transaksi sudah 2 hari layanan dan apps buruk",1
"Udh 2x beli paketan di aplikasi mybca tapi malah gak masuk, padahal saldo udh kepotong",1
"Keterangan tidak jelas dari Costumer Service, saya sudah melakukan daftar secara online dan sudah mengisi semua syarat persetujuan nya, tiba2 waktu video call dengan Costumer service nya, CS nya bilang data tidak terbaca, semoga data saya tidak disalah gunakan krna saya sudah poto secara online dengan data diri yg sudah saya lampirkan. Tolong jgn dibuay Aplikasi seperti ini ujung2 nya mengecewakan costumer. Trimakasih",1
Mantap respon di hallo BCA juga sangat ramah dan pelayanan super cepat dan baik makin nyaman menggunakan BCA semoga BCA ke depan nya lebih maju lagi dan sukses,5
"Baru update 1.28.1 malah gabisa dibuka, sesudah login langsung crash.",5
"Jaringan nya lemot sekali , padahal youtube dll lancar ....",1
"Saya sudah memasukkan Id dan Password yang benar, tetap tidak bisa login",1
setelah aplikasi eror dan tidak bisa log in respon developer langsung gercep kasih solusi. tengkyu BCA,5
"HP rusak di hari sabtu, donlot di hari minggu, utk bisa di gunakan nunggu 3 hari kerja. Sangat tidak bs di andalkan.",1
"aplikasi lambat sering gangguan, saya kira internet saya taunya aplikasinya emg lemot",1
"Aplikasinya sangat bermanfaat, ga harus ribet ke ATM buat TF atau transaksi lainnya 👍👍👍",5
Setelah update kenapa aplikasinya jadi gak bisa dibuka ya? Apakah ada yang sama?,3
Mantab .... Tapi jangan sedikit - sedikit pembaharuan jadi terganggu transaksi nya .,5
Tidak dapat dibuka aplikasi setelah diupdate.. Parah...,1
setelah update aplikasinya gak bisa di buka. padahal sebelum update baik baik aja.,1
Setelah update kenapa tidak bisa login y seperti force close sendiri,1
bintang 4 dulu kurang lengkap fitur nya kalo bisa tambahin menu E-wallet masa kalah sama Brimo (BRI),4
"Update lagi lah, pakai versi ini sering reload dan forceclose apk boss",3
Kenapa semua aplikasi bca jdi force closed gini. Jdi ga bisa kepke semua,1
Masih tidak bisa di buka sering force close tolong perbaikan segera,3
"sering trouble sekarang, lemot waktu akses padahal koneksi internet tidak ada masala",2
tolong setelah updte kenapa di hp sya gk bsa login keluar2 sendiri apliksinya close sendiri,1
Ini kenapa lagi sih mau login masukin password dibilang oopss terjadi kesalahan,1
"woilah gimana ini, baru install lagi mau login terus suruh masukin nomer tapi nggak ada kode negara Indonesia wkwk, kacau",1
Bagus seh tapi tiap mau dipake harus update mulu jadi ga bisa gerecep,4
Selalu keluar dari apk login ulang masih proses video call pembukaan rekening langsung keluar Apk gajelas,1
Baru jalan 2 bulan pakai myBCA ribet ya hrs pembaruan dlu baru bisa kebuka apk nya,3
"gajelas mau login, harus pake kode OTP tapi gak muncul2 pesannya sialan!",1
Lah ini kenapa Yach setelah update malah tidak bisa masuk aplikasinya.mohon dibantu,3
"Abis update jadi gk bisa login, abis tulis sandi selalu keluar aplikasi",1
"setelah update malah force close gabisa login, di samsung a24",1
"Ada yang sama gk sih, My Bca ini potongannya besar banget, Tf 100 ribu, potongannya 19 ribu, gila gk tuh, awal2 juga kena potongan 50 ribu, payah betul, otw anistal",1
Tambah diupdate tambah ga bisa dibuka aplikasi nya 😡😡,1
"Saya tidak bisa login ke aplikasi,tiba tiba keluar sendiri sebelum login ke aplikasi.",1
Ga bisa login nda ada notif sma masuk tolong diperbaiki sistemnya,3
"Habis di update kok malah ga bisa LOGIN ,parah Kah? Gimana ini Mybca? Bukan membaik ,malah BURUK. Masih belom bisa LOGIN",1
"Update mulu tapi makin lama makin susah, makin lemot ini aplikasi",1
Knp jadi lelet nih..padahal sinyal dan semuany mendukung..tolong bos apa yang terjadi....,5
"Kok ngga bisa login yaa, terjadi kesalahan terus di aplikasi nya",1
Memang aplikasi gak guna beda tanda tangan sedikit gak bisa register,1
"Sudah di-update malah tdk bisa terbuka aplikasinya, selalu keluar sendiri",1
"Aplikasi eror udah 2 hari gak bisa di akses, padahal my bca sangat penting di penggunaan sehari hari",1
"kenapa saat dibuka, setelah masukan pasword kok malah ketutup sendiri ya (forceclose) gitu? mohon dijawab ya min",3
"abis update, pas login malah force close terus. kenapa ya?",2
"updated terbaru tadi tgl 21 okt 2024....bermasalah, gak bisa masuk ke menu",1
ribet bngd selalu minta d update terus tidak sperti BRI mau berapa lama juga tidak pernah minta update,1
Aplikasi payah sering bgt minta update tapi ga ada yg berubah,1
"Setelah update tidak bisa login, langsung keluar dari aplikasi",1
"mau gunakan fitur flazz tpi gk bisa, katanya ""ops terjadi kesalahan"" terus😔",3
"App tidak bisa di akses, selalu mental setiap akan log in, call center by WA tidak memecahkan masalah sekelas bank BCA pelayanan seperti ini",1
"tidak bisa login dan terus berulang ulang memasukkan nomor kartu atm dan juga verifikasi sms, mohon diperbaiki, terimakasih",1
Abis di update malah Force close gak bisa login. Parah !!,1
Notifikasi rekening masuk tapi saldo nya ga masukk gimana sih ni,1
Login menggunkan wifi tidak bisa dan harus menggunkan paket data,1
"Notifnya lambat ya masuknya?tolong diperbaiki donk,khususnya jika menerima transferan",5
Setelah update versi terbaru selalu force close while loading,1
"Ga bisa login, setiap login force close terus",1
"Terimakasih bca sangat membantu dalam transaksi apapun, menguhubungi halobca juga sangat mudah",5
"Bulan ini (nov) sudah 2 kali Update, bulan lalu apdate. Aplikasinya minta update terus. Ini aplikasinya nyari apa sih ?",2
"Habis update ke versi 1.28.1 aplikasi crash terus, mohon di perbaiki",2
Ko aneh tiba2 gak bisa login terjadi kesalahan terus,2
"Jelek sekali aplikasinya, hanya menghabiskan pulsa saja, sudah menghabiskan pulsa tidak bisa masuk kedalam aplikasi, setiap masuk aplikasi dan verifikasi selalu sms berbayar.",1
saya mau login my BCA kenapa tidak bisa coba lagi coba lagi tolong diperbaiki sistem nya,1
kenapa setiap pemotongan admin gaada notifikasi atau keterangan kategori bayar admin malah uang tiba tiba ilang aja ga jelas aneh,2
"Ini knp apk nya, waktu saya masuk apk nya kok tulisanya oops terjadi kesalahan padahal sandinya betul",1
bikin abis pulsa doang buat verifikasi sms tapi tetep kgk bisa login tolol apa!,1
"Sangat mudah digunakan dan praktis, memudahkan kita dalam melakukan transaksi,sukses selalu my BCA",3
"halo, setelah update kenapa aplikasi nya force close terus ya?",3
selalu disuruh update terus tapi gaada yg berubah sama sekali.,3
masa kode negara nomor hp untuk OTP ga ada pilihan negara indonesia nya.. emangnya ini aplikasi buat orang indonesia apa orang negara mana.. maaf bintang 1 dulu,1
"Sering banget ke blokir, gara gara kalo pas masuk di suruh masukin BCA Id, itu pun sudah bener id nya tapi tetep gak bisa masuk, akhirnya ke blokir, ada kalanya pas masuk my BCA tanpa masukan id, cuman sandi, tapi ada kalanya pas masuk harus masukin id BCA , dan pas yg masukin id BCA pasti gak bis",3
"Versi terbaru, jaringan stabil tp ttp kluar aplikasinya",4
Suka bgt error gabisa di pencet apk nya tolong di folow up untuk masalah ini,2
Sangat mudah di gunakan dan selalu cepat buat transaksi,5
"Tidak bisa login , back terus. Internet sudah stabil",1
aplikasinya ribet kode otp susah auto delet ini aplikasi aneh terlalu ribet mending ke yang lain bangke,1
"Ga bisa diklik ini aplikasinya , kalo udah di fix nnti saya ganti bintangnya",1
"Setelah di update, malah keluar sendiri terus. Jadi ga bisa dipakai",1
"Aplikasi tidak berjalan,di tambah kode otp mmbuat pulsa jebol,sangat merugikan",1
"parah transper pertama saldo ga ada nominal tiba2 ada biaya potongan admin 2x 15k sm 2500 ,sy cb tf lagi laporan sukses tapi saldo tetep ga nampil dan laporan pending",1
Sangat mengecewakan lambat sekali setiap mengirim pesan otp tolol,1
"Cara akses nya gampang, dan aplikasi kenceng, membantu sekali",5
"Setelah update ga bisa masuk dengan sidik jari, tolong di perbaiki",3
Ini setelah update kok mau masuk tiba2 apknya keluar sendiri ya,3
Knp ketika diupdate malah forclose aplikasi nya tidak bisa digunakan,1
"Kenapa setelah update, setiap mau login terlempar sendiri dari apk nya",2
Aaya senang dengan aplikasi my bca lebih cepat transaksi dan lebih simple,5
Di update bukannya makin bagus malah gabisa dibuka sama sekali,1
Setelah update jadi ga bisa login tolong segera diperbaiki,1
"semejak update jadi gabisa login, ampun deh force close mulu",1
min kan ada orang transfer saya tapi kenapa di saya kaga masuk min padahal di orang itu udah berhasil tapi di saya tidak ada saldo masuk,1
"Kenapa baru update, susah login, isi password langsung keluar",1
ada yang sama gak. stiap isi saldo kepotong terus menerus. stiap isi saldo kepotong 18.000 ini gimana ya,1
Tolong ditingkatkan lagi karena tidak bisa masuk tiba-tiba logout,2
Habis update terbaru aplikasi tidak bisa dbuka. FORCED CLOSED,1
dari semalam update MyBCA kenapa selalu forced close terus ya saat log in? :(,1
"Bagus aplnya, tapi udah saya update kenapa gk bisa masuk ya saya min info dong terimakasih",5
saran Klo transaksi transfer lewat App my Bca . Tolong kasih nama/cantumkan dari si pengirim or orang yg transfer ya. Biar lebih detail aja kaya bank2 lain .. Terima kasih. 🙏,4
"my BCA bagus, apk nya elegan ga lebay lengkap dehh. cuma sayangg bgtt sering minta di update:(( sebulan minimal 1 kalii pasti",5
Saya tidak bisa akses login myBCA. Tertulis harus mengaktifkan aksesibilitas? Apakah benar? Terima kasih,5
"Tidak bisa loging, aplikasinya berhenti sebelum loging",2
"Kalau bisa untuk transaksi kredit, auto debet bisa ada notif juga di email",4
Aneh sudah di update gk bisa masuk nutup sendiri terus,4
Setelah update kok malah keluar terus Padahal udah update terbaru,1
Versi yg terbaru 1.28.1 ini gak bisa masuk menu kak Tolong segera diperbaiki,5
Banyak gangguan disaat mau ngambil uang sering eror,5
Gak ada kerjaan yaa tiap hari update versi ? Tiap saya buka pasti minta update masa hampir tiap hari update heran saya sama aplikasi satu ini ?,1
"baru daftar rekening suda terdaftar, abis di tf sma org notif tfnya masuk , tapi saldonya ga nambah",2
"Update versi terbaru mengalami force close, mohon untuk segera diperbaiki",4
Sangat mudah dan di perlukan dengan cepat baik tarik dan setor tunai,5
Dari kemarin gak bisa transaksi. Mau transfer dan bayar tagihan listrik gak bisa². Anjg ngebug banget aplikasi nya! Gak akan gua ganti tuh bintang 1 sebelum di perbaiki. Aplikasi cacad!,1
Saya hendak membuka rekening tapi yang terjadi malah forced close terus!,1
"Tolong jangan setiap beberapa bulan update terus, saya udh 3x update Mulu, memonya hanya untuk aplikasi ini doang, kalo mau update setiap per tahun jngan beberapa bulan update Mulu kalo butuh buat TF dll bingung harus update lagi dan lagi",2
"Ternyata Buruk sekali pas di instal, lancar tapi sampai tahap ahir verivikasi wajah gagal terus, buang2 kuota dan pulsa buat aktifasi berkali-kali tapi hasilnya mengecewakan, kalau aplikasi belum siap mohon dihapus saja, berharap lebih mudah lewat aplikasi tapi yang ada malah ribet registrasi nya disini",1
Tiap mau log in susah bener kebanyakan gagal nya dari pada bisa nya padahal aplikasi nya g gede2 amat...ini masalah tolong segera di perbaiki untuk kenyamanan nasabah. Trims,1
Tolong ada fitur bayar kartu kredit. Minimal ke BCA Card. Sangat aneh aplikasi nya gk bisa bayar tagihan2 itu. Terus pilihan bayar beberapa tagihan juga kurang lengkap. Masih jauh kalau di bandingkan dengan mBCA. Mohon segera di update,5
Tidak dapat masuk. Sudah terdaftar tapi masih saja suruh masukkan nomor telepon. My BCA tidak dapat diakses dengan baik. Sangat susah. Males pakai my BCA. Kalau dilihat fungsi yang di menu bagus. Cara login yang sangat buruk sekali. Saya sudah login tapi setiap myBCA saya out langsung contohnya kayak pindah ke WhatsApp atau ke aplikasi lainnya itu saya masuk lagi ke myBCA di minta memasukkan ID dan password. Sedangkan di myBCA teman saya tidak. Di myBCA teman saya hanya memasukkan password.,1
Saya mengalami masalah dengan kode OTP yang tidak diterima saat mendaftar di setiap aplikasi BCA. Saya sarankan untuk meningkatkan pengiriman kode OTP melalui SMS dan menambahkan opsi lain seperti pengiriman melalui WhatsApp atau opsi lainnya. Hal ini akan sangat membantu pengguna dalam menerima kode OTP dengan lebih mudah dan cepat. Terima kasih.,1
"untuk tampilan,mungkin lebih fres. cuma fiturnya ini loh, ga terlalu lengkap. fitur cardlessnya blom ada. jd aga ribet si,bg yg belum punya atm mah. untuk kedepannya. mohon ditingkatkan kembali,dalam memenuhi kebutuhan nasabahnya:)",2
Habis pembaruan kok gk bisa masuk nih aplikasi kayak e banking,1
"Register sulit sekali. Pulsa sudah hilang banyak. Mau register aja susah, apalagi nanti kalau sudah make. Terdetek permintaan akses baru apalah. Gak jelas banget. Padahal ini hp yang sering dipake. Bolak balik ngubah kartu sim. Asli gak rekomenin aplikasi ribet kayak ini. Nge-WA cs-nya, jawabannya sama semua kayak bot.",1
"Setelah update jadi erorr, tertulis klo aplikasi memiliki bugs. Coba hub halo bca ktnya di hp nya banyak sampah, sudah di cleaning msh aj. Transaksi jd sulit. Apakah aplikasi ini blm sempurna?",3
jangan ada iklan d awal lbh baik lg,5
"Aplikasinya bentar2 harus diunduh terus ,jdi log in lagi dah untung inget fasword nya",3
Kenapa sih sering terjadi kesalahan kuota banyak tapi hadehhh makin kesini ko malah susah di pake ampun,5
topup dana masukin rek virtual..ga bisa keterangan kode perusahaan tdk ada..wkwk,3
Sering terjadi kesalahan. Lama banget pula,1
Bagus dan sangat praktis,5
"Mantap sukses trs buat bca. Tp saran sy coba semua nya d buat dlm 1 aplikasi saja. Karena kan selama ini beda2 aplikasi. Hallo bca untuk hubungi cs, mbca untuk perbankan, skr ada my bca. Coba semuanya di buat dlm 1 aplikasi bisa lbh simpel dan tdk terlalu memakan memory hp. Terimakasih",5
"App nya sering keluar tulisan sewaktu log in : Oops.. Terjadi kesalahan, silakan coba lagi 🥲🥲. Ini saya tidak bisa lampirkan foto, dikarenakan diAplikasinya tidak bisa screenshot juga. Padahal mau bayar payment pakai Qris, jadi terpaksa pakai Rekening lain 🥲🥲",1
saya klik mengajukan kartu kredit malah muter gak terus,5
"Sy baru unduh kurang lebih 2 bulan kebelakang, ternyata bosen juga ya sering (rata² seminggu sekali) ada pemberitahuan ""ID BCA anda telah diperbaharui"", pdhl sy gk melakukan perubahan dan harus konfirmasi via SMS dg biaya 1000/ sms. Sudah ter Update versi 1.5.6",3
"Untuk tambahan klo bisa di perbarui lagi kak, klo bisa di apk BCA Mobile semuanya pindah ke My BCA biar makin mudah untuk bertransaksi seperti pembayaran tagihan listrik ataupun tagihan internet, semuanya uda bagus dan gampang untuk dipelajari, cuma kurang itu aja buat bayar seperti bayar tagihan",5
"Bintang 2 dulu karena gak ada notifikasi uang masuk yg ada hanya pengeluaran saja, jadi kita tidak bisa mengetahui bahwa baru saja ada yg mentransfer ke rek kita. Semoga lebih di optimalkan fitur nya khususnya fitur mutasi terakhir",2
kebanyakan update update tiap Minggu mau bayar kehambat kurangi update tiap Minggu kehambat tiap mau bayar bayar tu loading gak jelas jadinya,3
Aplikasi force close setelah update tolong diperbaiki,1
"Aplikasi ini belum siap utk membantu, tiba"" eror ke log out sendiri lalu ketika log in verifikasi sms sudah terkirim tapi gagal trs di aplikasi nya..ini kejadian sering bgttt bulan ini sudah 2 kali.. Sampai berhari hari ga bsa log in..pulsa sms ketarik trs..mohon perbaikan utk aplikasi nya di tingkatkan pelayanan nya.. sudah tlp ke halo bca dan by WhatsApp percuma juga ujung"" nya suruh ke kantor cabang..hufft kalau lgi butuh kn susah juga .. aplikasi buruk",1
"Pertama buka rekening deposit 100.000, tapi yang masuk 50.000. Oke mungkin kepotong biaya rekening. Seminggu kemudian saldo berkurang lagi jadi 36.000. Tanpa diketahui ini potongan apa. Kenapa setiap potongan tidak ada keterangannya? Di aplikasi mobile banking yang lain. Dapat bunga 10 perak aja ada notifikasinya ada keterangannya. Tolong diperbaiki. Masa aplikasi keuangan uang berkurang tapi gak jelas keterangannya.",3
"Kekurangan: 1 Notifikasi dari transaksi masuk tidak ada, jadi masih kurang instan karena harus mengecek mutasi rekening secara manual. 2 Timestamp dari transaksi masuk tidak lengkap hanya ada tanggal dan bulan saja. Padahal informasi Jam dan Menit sangat penting untuk membedakan ketika ada jumlah transaksi masuk dengan nominal yang sama di hari yang sama secara beruntun. MOHON dengan sangat kepada pihak developer untuk mempertimbangkan hal tersebut untuk update kedepanya. Selebihnya bagus. Ty",4
"Pelayanannya sekarang ribet, banyak karyawan tololnya. Orang merantau pasti bawa fotocoy KK malah minta yg asli, kan kocak udah kayak petugas capil. Udah ada data nya di bank tinggal tindih aja.",1
"Dan sering terjadi lagi dan lagi id dan password sudah benar tapi eroor, kembali login verifikasi ke sms nya juga delay dan gagal login. Memakan banyak pulsa hanya untuk verifikasi sms login dari kemarin (01/01/24). Dari ulasan saya beberapa bulan sebelumnya sampai ke ulasan ini, masalahnya sama. Itu artinya tidak ada perbaikan sama sekali dari masalah sebelumnya.",1
"Saya mau masuk ke my BCA kok gak bisa yah, padahal udh ada m-banking",5
lancar dan cepat,5
"Sementara 3 bintang dulu, Sebelum di update tulisan di aplikasi My BCA masih enak dibaca, tapi setelah di update ke versi baru TULISANNYA jadi kecil2 bikin susah bacanya, tolong dikembalikan seperti semula biar bacanya enak kakak, juga ditambahin sistem notifikasi jika ada transaksi masuk terima kasih.",3
Kenapa tidak bisa menerima kode otp padahal pulsa juga ada,5
Mantab dan mudah digunakan,5
Aplimasi nya bagus dan lebih mudah,5
"Sistimnya masih butuh respon cukup lama, padahal kalau sudah ada user id dan password tidak perlu kirim sms lagi, alternatifnya bisa pakai biometrik yang terdaftar di hp , bahkan biometrik finger print juga sulit untuk di gunakan, muncul notif 'fitur belum di aktifkan' padahal sebelumnya sudah di aktifkan",2
